x,y,vx,vy,FR,Paddle.y
205,257,1,-1,370,348
206,256,1,-1,370,348
207,255,1,-1,370,348
208,254,1,-1,370,348
209,253,1,-1,370,348
210,252,1,-1,370,348
211,251,1,-1,370,348
212,250,1,-1,370,348
213,249,1,-1,370,348
214,248,1,-1,370,348
215,247,1,-1,370,348
216,246,1,-1,370,348
217,245,1,-1,370,348
218,244,1,-1,370,348
219,243,1,-1,370,348
220,242,1,-1,370,348
221,241,1,-1,370,348
222,240,1,-1,370,348
223,239,1,-1,370,348
224,238,1,-1,370,348
225,237,1,-1,370,348
226,236,1,-1,370,348
227,235,1,-1,370,348
228,234,1,-1,370,348
229,233,1,-1,370,348
230,232,1,-1,370,348
231,231,1,-1,370,348
232,230,1,-1,370,347
233,229,1,-1,370,347
234,228,1,-1,370,347
235,227,1,-1,370,347
236,226,1,-1,370,347
237,225,1,-1,370,347
238,224,1,-1,370,347
239,223,1,-1,370,347
240,222,1,-1,370,347
241,221,1,-1,370,347
242,220,1,-1,370,347
243,219,1,-1,370,347
244,218,1,-1,370,347
245,217,1,-1,370,347
246,216,1,-1,370,347
247,215,1,-1,370,347
248,214,1,-1,370,347
249,213,1,-1,370,347
250,212,1,-1,370,347
251,211,1,-1,370,347
252,210,1,-1,370,347
253,209,1,-1,370,347
254,208,1,-1,370,347
255,207,1,-1,370,347
256,206,1,-1,370,347
257,205,1,-1,370,347
258,204,1,-1,370,347
259,203,1,-1,370,347
260,202,1,-1,370,347
261,201,1,-1,370,347
262,200,1,-1,370,347
263,199,1,-1,370,347
264,198,1,-1,370,347
265,197,1,-1,370,347
266,196,1,-1,370,347
267,195,1,-1,370,347
268,194,1,-1,370,347
269,193,1,-1,370,347
270,192,1,-1,370,347
271,191,1,-1,370,347
272,190,1,-1,370,347
273,189,1,-1,370,347
274,188,1,-1,370,347
275,187,1,-1,370,347
276,186,1,-1,370,347
277,185,1,-1,370,347
278,184,1,-1,370,347
279,183,1,-1,370,347
280,182,1,-1,370,347
281,181,1,-1,370,347
282,180,1,-1,370,347
283,179,1,-1,370,347
284,178,1,-1,370,347
285,177,1,-1,370,347
286,176,1,-1,370,347
287,175,1,-1,370,347
288,174,1,-1,370,347
289,173,1,-1,370,347
290,172,1,-1,370,347
291,171,1,-1,370,347
292,170,1,-1,370,347
293,169,1,-1,370,347
294,168,1,-1,370,347
295,167,1,-1,370,347
296,166,1,-1,370,347
297,165,1,-1,370,347
298,164,1,-1,370,347
299,163,1,-1,370,347
300,162,1,-1,370,347
301,161,1,-1,370,347
302,160,1,-1,370,347
303,159,1,-1,370,347
304,158,1,-1,370,347
305,157,1,-1,370,347
306,156,1,-1,370,347
307,155,1,-1,370,347
308,154,1,-1,370,347
309,153,1,-1,370,347
310,152,1,-1,370,347
311,151,1,-1,370,347
312,150,1,-1,370,346
313,149,1,-1,370,346
314,148,1,-1,370,346
315,147,1,-1,370,346
316,146,1,-1,370,346
317,145,1,-1,370,346
318,144,1,-1,370,346
319,143,1,-1,370,346
320,142,1,-1,370,346
321,141,1,-1,370,346
322,140,1,-1,370,346
323,139,1,-1,370,346
324,138,1,-1,370,346
325,137,1,-1,370,346
326,136,1,-1,370,346
327,135,1,-1,370,346
328,134,1,-1,370,346
329,133,1,-1,370,346
330,132,1,-1,370,346
331,131,1,-1,370,346
332,130,1,-1,370,346
333,129,1,-1,370,346
334,128,1,-1,370,346
335,127,1,-1,370,346
336,126,1,-1,370,346
337,125,1,-1,370,346
338,124,1,-1,370,346
339,123,1,-1,370,346
340,122,1,-1,370,346
341,121,1,-1,370,346
342,120,1,-1,370,346
343,119,1,-1,370,346
344,118,1,-1,370,346
345,117,1,-1,370,346
346,116,1,-1,370,346
347,115,1,-1,370,346
348,114,1,-1,370,346
349,113,1,-1,370,346
350,112,1,-1,370,346
351,111,1,-1,370,346
352,110,1,-1,370,346
353,109,1,-1,370,346
354,108,1,-1,370,346
355,107,1,-1,370,346
356,106,1,-1,370,346
357,105,1,-1,370,346
358,104,1,-1,370,346
359,103,1,-1,370,346
360,102,1,-1,370,346
361,101,1,-1,370,346
362,100,1,-1,370,346
363,99,1,-1,370,346
364,98,1,-1,370,346
365,97,1,-1,370,346
366,96,1,-1,370,346
367,95,1,-1,370,346
368,94,1,-1,370,346
369,93,1,-1,370,346
370,92,1,-1,370,346
371,91,1,-1,370,346
372,90,1,-1,370,346
373,89,1,-1,370,346
374,88,1,-1,370,346
375,87,1,-1,370,346
376,86,1,-1,370,346
377,85,1,-1,370,346
378,84,1,-1,370,346
379,83,1,-1,370,346
380,82,1,-1,370,346
381,81,1,-1,370,346
382,80,1,-1,370,346
383,79,1,-1,370,346
384,78,1,-1,370,346
385,77,1,-1,370,346
386,76,1,-1,370,346
387,75,1,-1,370,346
388,74,1,-1,370,346
389,73,1,-1,370,346
390,72,1,-1,370,346
391,71,1,-1,370,346
392,70,1,-1,370,346
393,69,1,-1,370,346
394,68,1,-1,370,346
395,67,1,-1,370,346
396,66,1,-1,370,346
397,65,1,-1,370,346
398,64,1,-1,370,346
399,63,1,-1,370,346
400,62,1,-1,370,346
401,61,1,-1,370,346
402,60,1,-1,370,346
403,59,1,-1,370,346
404,58,1,-1,370,346
405,57,1,-1,370,346
406,56,1,-1,370,346
407,55,1,-1,370,346
408,54,1,-1,370,346
409,53,1,-1,370,346
410,52,1,-1,370,346
411,51,1,-1,370,346
412,50,1,-1,370,346
413,49,1,-1,370,346
414,48,1,-1,370,346
415,47,1,-1,370,346
416,46,1,-1,370,346
417,45,1,-1,370,346
418,44,1,-1,370,346
419,43,1,-1,370,346
420,42,1,-1,370,346
421,41,1,-1,370,346
422,40,1,-1,370,346
422,40,1,1,370,346
423,41,1,1,370,346
424,42,1,1,370,346
425,43,1,1,370,346
426,44,1,1,370,346
427,45,1,1,370,346
428,46,1,1,370,346
429,47,1,1,370,346
430,48,1,1,370,346
431,49,1,1,370,346
432,50,1,1,370,346
433,51,1,1,370,346
434,52,1,1,370,346
435,53,1,1,370,346
436,54,1,1,370,346
437,55,1,1,370,346
438,56,1,1,370,346
439,57,1,1,370,346
440,58,1,1,370,346
441,59,1,1,370,346
442,60,1,1,370,346
443,61,1,1,370,346
444,62,1,1,370,346
445,63,1,1,370,346
446,64,1,1,370,346
447,65,1,1,370,347
448,66,1,1,370,347
449,67,1,1,370,347
450,68,1,1,370,347
451,69,1,1,370,347
452,70,1,1,370,347
453,71,1,1,370,347
454,72,1,1,370,347
455,73,1,1,370,347
456,74,1,1,370,347
457,75,1,1,370,347
458,76,1,1,370,347
459,77,1,1,370,347
460,78,1,1,370,347
461,79,1,1,370,348
462,80,1,1,370,348
463,81,1,1,370,348
464,82,1,1,370,348
465,83,1,1,370,348
466,84,1,1,370,348
467,85,1,1,370,348
468,86,1,1,370,349
469,87,1,1,370,349
470,88,1,1,370,349
471,89,1,1,370,349
472,90,1,1,370,349
473,91,1,1,370,349
474,92,1,1,370,349
475,93,1,1,370,349
476,94,1,1,370,349
477,95,1,1,370,349
478,96,1,1,370,349
479,97,1,1,370,349
480,98,1,1,370,350
481,99,1,1,370,350
482,100,1,1,370,350
483,101,1,1,370,350
484,102,1,1,370,350
485,103,1,1,370,350
486,104,1,1,370,351
487,105,1,1,370,351
488,106,1,1,370,351
489,107,1,1,370,351
490,108,1,1,370,351
491,109,1,1,370,351
492,110,1,1,370,351
493,111,1,1,370,351
494,112,1,1,370,351
495,113,1,1,370,351
496,114,1,1,370,351
497,115,1,1,370,351
498,116,1,1,370,351
499,117,1,1,370,351
500,118,1,1,370,351
501,119,1,1,370,351
502,120,1,1,370,351
503,121,1,1,370,351
504,122,1,1,370,351
505,123,1,1,370,352
506,124,1,1,370,352
507,125,1,1,370,352
508,126,1,1,370,352
509,127,1,1,370,352
510,128,1,1,370,352
511,129,1,1,370,352
512,130,1,1,370,352
513,131,1,1,370,352
514,132,1,1,370,352
515,133,1,1,370,352
516,134,1,1,370,352
517,135,1,1,370,352
518,136,1,1,370,352
519,137,1,1,370,352
520,138,1,1,370,352
521,139,1,1,370,352
522,140,1,1,370,352
523,141,1,1,370,352
524,142,1,1,370,352
525,143,1,1,370,352
526,144,1,1,370,352
527,145,1,1,370,352
528,146,1,1,370,352
529,147,1,1,370,352
530,148,1,1,370,352
531,149,1,1,370,353
532,150,1,1,370,353
533,151,1,1,370,353
534,152,1,1,370,353
535,153,1,1,370,353
536,154,1,1,370,353
537,155,1,1,370,353
538,156,1,1,370,353
539,157,1,1,370,353
540,158,1,1,370,353
541,159,1,1,370,353
542,160,1,1,370,353
543,161,1,1,370,353
544,162,1,1,370,353
545,163,1,1,370,354
546,164,1,1,370,354
547,165,1,1,370,354
548,166,1,1,370,354
549,167,1,1,370,354
550,168,1,1,370,354
551,169,1,1,370,355
552,170,1,1,370,355
553,171,1,1,370,355
554,172,1,1,370,355
555,173,1,1,370,355
556,174,1,1,370,355
557,175,1,1,370,355
558,176,1,1,370,357
559,177,1,1,370,357
560,178,1,1,370,357
561,179,1,1,370,357
562,180,1,1,370,357
563,181,1,1,370,357
564,182,1,1,370,361
565,183,1,1,370,361
566,184,1,1,370,361
567,185,1,1,370,361
568,186,1,1,370,361
569,187,1,1,370,361
570,188,1,1,370,361
571,189,1,1,370,367
572,190,1,1,370,367
573,191,1,1,370,367
574,192,1,1,370,367
575,193,1,1,370,367
576,194,1,1,370,367
577,195,1,1,370,367
578,196,1,1,370,372
579,197,1,1,370,372
580,198,1,1,370,372
581,199,1,1,370,372
582,200,1,1,370,372
583,201,1,1,370,372
584,202,1,1,370,372
585,203,1,1,370,378
586,204,1,1,370,378
587,205,1,1,370,378
588,206,1,1,370,378
589,207,1,1,370,378
590,208,1,1,370,378
591,209,1,1,370,385
592,210,1,1,370,385
593,211,1,1,370,385
594,212,1,1,370,385
595,213,1,1,370,385
596,214,1,1,370,385
597,215,1,1,370,385
598,216,1,1,370,406
599,217,1,1,370,406
600,218,1,1,370,406
601,219,1,1,370,406
602,220,1,1,370,406
603,221,1,1,370,406
604,222,1,1,370,423
605,223,1,1,370,423
606,224,1,1,370,423
607,225,1,1,370,423
608,226,1,1,370,423
609,227,1,1,370,423
610,228,1,1,370,434
611,229,1,1,370,434
612,230,1,1,370,434
613,231,1,1,370,434
614,232,1,1,370,434
615,233,1,1,370,434
616,234,1,1,370,434
617,235,1,1,370,448
618,236,1,1,370,448
619,237,1,1,370,448
620,238,1,1,370,448
621,239,1,1,370,448
622,240,1,1,370,448
623,241,1,1,370,463
624,242,1,1,370,463
625,243,1,1,370,463
626,244,1,1,370,463
627,245,1,1,370,463
628,246,1,1,370,463
629,247,1,1,370,463
630,248,1,1,370,475
631,249,1,1,370,475
632,250,1,1,370,475
633,251,1,1,370,475
634,252,1,1,370,475
635,253,1,1,370,475
636,254,1,1,370,483
637,255,1,1,370,483
638,256,1,1,370,483
639,257,1,1,370,483
640,258,1,1,370,483
641,259,1,1,370,483
642,260,1,1,370,483
643,261,1,1,370,490
644,262,1,1,370,490
645,263,1,1,370,490
646,264,1,1,370,490
647,265,1,1,370,490
648,266,1,1,370,490
649,267,1,1,370,495
650,268,1,1,370,495
651,269,1,1,370,495
652,270,1,1,370,495
653,271,1,1,370,495
654,272,1,1,370,495
655,273,1,1,370,495
656,274,1,1,370,501
657,275,1,1,370,501
658,276,1,1,370,501
659,277,1,1,370,501
660,278,1,1,370,501
661,279,1,1,370,501
662,280,1,1,370,505
663,281,1,1,370,505
664,282,1,1,370,505
665,283,1,1,370,505
666,284,1,1,370,505
667,285,1,1,370,505
668,286,1,1,370,505
669,287,1,1,370,506
670,288,1,1,370,506
671,289,1,1,370,506
672,290,1,1,370,506
673,291,1,1,370,506
674,292,1,1,370,506
675,293,1,1,370,506
676,294,1,1,370,507
677,295,1,1,370,507
678,296,1,1,370,507
679,297,1,1,370,507
680,298,1,1,370,507
681,299,1,1,370,507
682,300,1,1,370,507
683,301,1,1,370,507
684,302,1,1,370,507
685,303,1,1,370,507
686,304,1,1,370,507
687,305,1,1,370,507
688,306,1,1,370,507
689,307,1,1,370,509
690,308,1,1,370,509
691,309,1,1,370,509
692,310,1,1,370,509
693,311,1,1,370,509
694,312,1,1,370,509
695,313,1,1,370,509
696,314,1,1,370,509
697,315,1,1,370,509
698,316,1,1,370,509
699,317,1,1,370,509
700,318,1,1,370,509
701,319,1,1,370,509
702,320,1,1,370,509
703,321,1,1,370,509
704,322,1,1,370,509
705,323,1,1,370,509
706,324,1,1,370,509
707,325,1,1,370,509
708,326,1,1,370,509
709,327,1,1,370,509
710,328,1,1,370,509
711,329,1,1,370,509
712,330,1,1,370,509
713,331,1,1,370,509
714,332,1,1,370,509
715,333,1,1,370,509
716,334,1,1,370,509
717,335,1,1,370,509
718,336,1,1,370,509
719,337,1,1,370,509
720,338,1,1,370,509
721,339,1,1,370,509
722,340,1,1,370,509
723,341,1,1,370,509
724,342,1,1,370,509
725,343,1,1,370,509
726,344,1,1,370,509
727,345,1,1,370,509
728,346,1,1,370,509
729,347,1,1,370,509
730,348,1,1,370,509
731,349,1,1,370,509
732,350,1,1,370,509
733,351,1,1,370,509
734,352,1,1,370,509
735,353,1,1,370,509
736,354,1,1,370,509
737,355,1,1,370,509
738,356,1,1,370,509
739,357,1,1,370,509
740,358,1,1,370,509
741,359,1,1,370,509
742,360,1,1,370,509
743,361,1,1,370,509
744,362,1,1,370,509
745,363,1,1,370,509
746,364,1,1,370,509
747,365,1,1,370,509
748,366,1,1,370,509
749,367,1,1,370,509
750,368,1,1,370,509
751,369,1,1,370,509
752,370,1,1,370,509
753,371,1,1,370,509
754,372,1,1,370,509
755,373,1,1,370,509
756,374,1,1,370,509
757,375,1,1,370,509
758,376,1,1,370,509
759,377,1,1,370,509
760,378,1,1,370,509
761,379,1,1,370,509
762,380,1,1,370,509
763,381,1,1,370,509
764,382,1,1,370,509
765,383,1,1,370,509
766,384,1,1,370,509
767,385,1,1,370,509
768,386,1,1,370,509
769,387,1,1,370,509
770,388,1,1,370,509
771,389,1,1,370,509
772,390,1,1,370,509
773,391,1,1,370,509
774,392,1,1,370,509
775,393,1,1,370,509
776,394,1,1,370,509
777,395,1,1,370,509
778,396,1,1,370,509
779,397,1,1,370,509
780,398,1,1,370,509
781,399,1,1,370,509
782,400,1,1,370,509
783,401,1,1,370,509
784,402,1,1,370,509
785,403,1,1,370,509
786,404,1,1,370,509
787,405,1,1,370,509
788,406,1,1,370,509
789,407,1,1,370,509
790,408,1,1,370,509
791,409,1,1,370,509
792,410,1,1,370,509
793,411,1,1,370,509
794,412,1,1,370,509
795,413,1,1,370,509
796,414,1,1,370,509
797,415,1,1,370,509
798,416,1,1,370,509
799,417,1,1,370,509
800,418,1,1,370,509
801,419,1,1,370,509
802,420,1,1,370,509
803,421,1,1,370,509
804,422,1,1,370,510
805,423,1,1,370,510
806,424,1,1,370,510
807,425,1,1,370,510
808,426,1,1,370,510
809,427,1,1,370,510
810,428,1,1,370,513
811,429,1,1,370,513
812,430,1,1,370,513
813,431,1,1,370,513
814,432,1,1,370,513
815,433,1,1,370,513
816,434,1,1,370,516
817,435,1,1,370,516
818,436,1,1,370,516
819,437,1,1,370,516
820,438,1,1,370,516
821,439,1,1,370,516
822,440,1,1,370,516
823,441,1,1,370,518
824,442,1,1,370,518
825,443,1,1,370,518
826,444,1,1,370,518
827,445,1,1,370,518
828,446,1,1,370,518
829,447,1,1,370,518
830,448,1,1,370,519
831,449,1,1,370,519
832,450,1,1,370,519
833,451,1,1,370,519
834,452,1,1,370,519
835,453,1,1,370,519
836,454,1,1,370,519
837,455,1,1,370,519
838,456,1,1,370,519
839,457,1,1,370,519
840,458,1,1,370,519
841,459,1,1,370,519
842,460,1,1,370,519
843,461,1,1,370,519
844,462,1,1,370,519
845,463,1,1,370,519
846,464,1,1,370,519
847,465,1,1,370,519
848,466,1,1,370,519
849,467,1,1,370,519
850,468,1,1,370,519
851,469,1,1,370,519
852,470,1,1,370,519
853,471,1,1,370,519
854,472,1,1,370,519
855,473,1,1,370,519
856,474,1,1,370,519
857,475,1,1,370,519
858,476,1,1,370,519
859,477,1,1,370,519
860,478,1,1,370,519
861,479,1,1,370,519
862,480,1,1,370,519
863,481,1,1,370,519
864,482,1,1,370,519
865,483,1,1,370,519
866,484,1,1,370,519
867,485,1,1,370,519
868,486,1,1,370,519
869,487,1,1,370,519
870,488,1,1,370,519
871,489,1,1,370,519
872,490,1,1,370,519
873,491,1,1,370,519
874,492,1,1,370,519
875,493,1,1,370,519
876,494,1,1,370,519
877,495,1,1,370,519
878,496,1,1,370,519
879,497,1,1,370,519
880,498,1,1,370,519
881,499,1,1,370,519
882,500,1,1,370,519
883,501,1,1,370,519
884,502,1,1,370,519
885,503,1,1,370,519
886,504,1,1,370,519
887,505,1,1,370,519
888,506,1,1,370,519
889,507,1,1,370,519
890,508,1,1,370,519
891,509,1,1,370,519
892,510,1,1,370,519
893,511,1,1,370,519
894,512,1,1,370,519
895,513,1,1,370,519
896,514,1,1,370,519
897,515,1,1,370,519
898,516,1,1,370,519
899,517,1,1,370,519
900,518,1,1,370,519
901,519,1,1,370,519
902,520,1,1,370,519
903,521,1,1,370,519
904,522,1,1,370,519
905,523,1,1,370,519
906,524,1,1,370,519
907,525,1,1,370,519
908,526,1,1,370,519
909,527,1,1,370,519
910,528,1,1,370,519
911,529,1,1,370,519
912,530,1,1,370,519
913,531,1,1,370,519
914,532,1,1,370,519
915,533,1,1,370,519
916,534,1,1,370,519
917,535,1,1,370,519
918,536,1,1,370,519
919,537,1,1,370,519
920,538,1,1,370,519
921,539,1,1,370,519
922,540,1,1,370,519
923,541,1,1,370,519
924,542,1,1,370,519
925,543,1,1,370,519
926,544,1,1,370,519
927,545,1,1,370,519
928,546,1,1,370,519
929,547,1,1,370,519
930,548,1,1,370,519
931,549,1,1,370,519
932,550,1,1,370,519
933,551,1,1,370,519
934,552,1,1,370,519
935,553,1,1,370,519
936,554,1,1,370,519
937,555,1,1,370,519
938,556,1,1,370,519
939,557,1,1,370,519
940,558,1,1,370,519
941,559,1,1,370,519
942,560,1,1,370,519
942,560,1,-1,370,519
943,559,1,-1,370,519
944,558,1,-1,370,519
945,557,1,-1,370,519
946,556,1,-1,370,519
947,555,1,-1,370,519
948,554,1,-1,370,519
949,553,1,-1,370,519
950,552,1,-1,370,519
951,551,1,-1,370,519
952,550,1,-1,370,519
953,549,1,-1,370,519
954,548,1,-1,370,519
955,547,1,-1,370,519
956,546,1,-1,370,519
957,545,1,-1,370,519
958,544,1,-1,370,519
959,543,1,-1,370,519
960,542,1,-1,370,519
961,541,1,-1,370,519
962,540,1,-1,370,519
963,539,1,-1,370,519
964,538,1,-1,370,519
965,537,1,-1,370,519
966,536,1,-1,370,519
967,535,1,-1,370,519
968,534,1,-1,370,519
969,533,1,-1,370,519
970,532,1,-1,370,519
971,531,1,-1,370,519
972,530,1,-1,370,519
973,529,1,-1,370,519
974,528,1,-1,370,519
975,527,1,-1,370,519
976,526,1,-1,370,519
977,525,1,-1,370,519
978,524,1,-1,370,519
979,523,1,-1,370,519
980,522,1,-1,370,519
981,521,1,-1,370,519
982,520,1,-1,370,519
983,519,1,-1,370,519
984,518,1,-1,370,519
985,517,1,-1,370,519
986,516,1,-1,370,519
987,515,1,-1,370,519
988,514,1,-1,370,519
989,513,1,-1,370,519
990,512,1,-1,370,519
991,511,1,-1,370,519
992,510,1,-1,370,519
993,509,1,-1,370,519
994,508,1,-1,370,519
995,507,1,-1,370,519
996,506,1,-1,370,519
997,505,1,-1,370,519
998,504,1,-1,370,519
999,503,1,-1,370,519
1000,502,1,-1,370,519
1001,501,1,-1,370,519
1002,500,1,-1,370,519
1003,499,1,-1,370,519
1004,498,1,-1,370,519
1005,497,1,-1,370,519
1006,496,1,-1,370,519
1007,495,1,-1,370,519
1008,494,1,-1,370,519
1009,493,1,-1,370,519
1010,492,1,-1,370,519
1011,491,1,-1,370,519
1012,490,1,-1,370,519
1013,489,1,-1,370,519
1014,488,1,-1,370,519
1015,487,1,-1,370,519
1016,486,1,-1,370,519
1017,485,1,-1,370,519
1018,484,1,-1,370,519
1019,483,1,-1,370,519
1020,482,1,-1,370,519
1021,481,1,-1,370,519
1022,480,1,-1,370,519
1023,479,1,-1,370,519
1024,478,1,-1,370,519
1025,477,1,-1,370,519
1026,476,1,-1,370,519
1027,475,1,-1,370,519
1028,474,1,-1,370,519
1029,473,1,-1,370,519
1030,472,1,-1,370,519
1031,471,1,-1,370,519
1032,470,1,-1,370,519
1033,469,1,-1,370,519
1034,468,1,-1,370,519
1035,467,1,-1,370,519
1036,466,1,-1,370,519
1037,465,1,-1,370,519
1038,464,1,-1,370,519
1039,463,1,-1,370,519
1039,463,-1,1,450,519
1038,464,-1,1,450,519
1037,465,-1,1,450,519
1036,466,-1,1,450,519
1035,467,-1,1,450,519
1034,468,-1,1,450,519
1033,469,-1,1,450,519
1032,470,-1,1,450,519
1031,471,-1,1,450,519
1030,472,-1,1,450,519
1029,473,-1,1,450,519
1028,474,-1,1,450,519
1027,475,-1,1,450,519
1026,476,-1,1,450,519
1025,477,-1,1,450,519
1024,478,-1,1,450,519
1023,479,-1,1,450,519
1022,480,-1,1,450,519
1021,481,-1,1,450,519
1020,482,-1,1,450,519
1019,483,-1,1,450,519
1018,484,-1,1,450,519
1017,485,-1,1,450,519
1016,486,-1,1,450,519
1015,487,-1,1,450,519
1014,488,-1,1,450,519
1013,489,-1,1,450,519
1012,490,-1,1,450,519
1011,491,-1,1,450,519
1010,492,-1,1,450,519
1009,493,-1,1,450,519
1008,494,-1,1,450,519
1007,495,-1,1,450,519
1006,496,-1,1,450,519
1005,497,-1,1,450,519
1004,498,-1,1,450,519
1003,499,-1,1,450,519
1002,500,-1,1,450,519
1001,501,-1,1,450,519
1000,502,-1,1,450,519
999,503,-1,1,450,519
998,504,-1,1,450,519
997,505,-1,1,450,519
996,506,-1,1,450,519
995,507,-1,1,450,519
994,508,-1,1,450,519
993,509,-1,1,450,519
992,510,-1,1,450,519
991,511,-1,1,450,519
990,512,-1,1,450,519
989,513,-1,1,450,519
988,514,-1,1,450,519
987,515,-1,1,450,519
986,516,-1,1,450,519
985,517,-1,1,450,519
984,518,-1,1,450,519
983,519,-1,1,450,519
982,520,-1,1,450,519
981,521,-1,1,450,519
980,522,-1,1,450,519
979,523,-1,1,450,519
978,524,-1,1,450,519
977,525,-1,1,450,519
976,526,-1,1,450,519
975,527,-1,1,450,519
974,528,-1,1,450,519
973,529,-1,1,450,519
972,530,-1,1,450,519
971,531,-1,1,450,519
970,532,-1,1,450,519
969,533,-1,1,450,519
968,534,-1,1,450,519
967,535,-1,1,450,519
966,536,-1,1,450,519
965,537,-1,1,450,519
964,538,-1,1,450,519
963,539,-1,1,450,519
962,540,-1,1,450,519
961,541,-1,1,450,519
960,542,-1,1,450,519
959,543,-1,1,450,519
958,544,-1,1,450,519
957,545,-1,1,450,519
956,546,-1,1,450,519
955,547,-1,1,450,519
954,548,-1,1,450,519
953,549,-1,1,450,519
952,550,-1,1,450,519
951,551,-1,1,450,519
950,552,-1,1,450,519
949,553,-1,1,450,519
948,554,-1,1,450,519
947,555,-1,1,450,519
946,556,-1,1,450,519
945,557,-1,1,450,519
944,558,-1,1,450,519
943,559,-1,1,450,519
942,560,-1,1,450,519
942,560,-1,-1,450,519
941,559,-1,-1,450,519
940,558,-1,-1,450,519
939,557,-1,-1,450,519
938,556,-1,-1,450,519
937,555,-1,-1,450,519
936,554,-1,-1,450,519
935,553,-1,-1,450,519
934,552,-1,-1,450,519
933,551,-1,-1,450,519
932,550,-1,-1,450,519
931,549,-1,-1,450,519
930,548,-1,-1,450,519
929,547,-1,-1,450,519
928,546,-1,-1,450,519
927,545,-1,-1,450,519
926,544,-1,-1,450,519
925,543,-1,-1,450,519
924,542,-1,-1,450,519
923,541,-1,-1,450,519
922,540,-1,-1,450,519
921,539,-1,-1,450,519
920,538,-1,-1,450,519
919,537,-1,-1,450,519
918,536,-1,-1,450,519
917,535,-1,-1,450,519
916,534,-1,-1,450,519
915,533,-1,-1,450,519
914,532,-1,-1,450,519
913,531,-1,-1,450,519
912,530,-1,-1,450,519
911,529,-1,-1,450,519
910,528,-1,-1,450,519
909,527,-1,-1,450,519
908,526,-1,-1,450,519
907,525,-1,-1,450,519
906,524,-1,-1,450,519
905,523,-1,-1,450,519
904,522,-1,-1,450,519
903,521,-1,-1,450,519
902,520,-1,-1,450,519
901,519,-1,-1,450,519
900,518,-1,-1,450,519
899,517,-1,-1,450,519
898,516,-1,-1,450,519
897,515,-1,-1,450,519
896,514,-1,-1,450,519
895,513,-1,-1,450,519
894,512,-1,-1,450,519
893,511,-1,-1,450,519
892,510,-1,-1,450,519
891,509,-1,-1,450,519
890,508,-1,-1,450,519
889,507,-1,-1,450,519
888,506,-1,-1,450,519
887,505,-1,-1,450,519
886,504,-1,-1,450,519
885,503,-1,-1,450,519
884,502,-1,-1,450,519
883,501,-1,-1,450,519
882,500,-1,-1,450,519
881,499,-1,-1,450,519
880,498,-1,-1,450,519
879,497,-1,-1,450,519
878,496,-1,-1,450,519
877,495,-1,-1,450,519
876,494,-1,-1,450,519
875,493,-1,-1,450,519
874,492,-1,-1,450,519
873,491,-1,-1,450,519
872,490,-1,-1,450,519
871,489,-1,-1,450,519
870,488,-1,-1,450,519
869,487,-1,-1,450,519
868,486,-1,-1,450,519
867,485,-1,-1,450,519
866,484,-1,-1,450,519
865,483,-1,-1,450,519
864,482,-1,-1,450,519
863,481,-1,-1,450,519
862,480,-1,-1,450,519
861,479,-1,-1,450,519
860,478,-1,-1,450,519
859,477,-1,-1,450,519
858,476,-1,-1,450,519
857,475,-1,-1,450,519
856,474,-1,-1,450,519
855,473,-1,-1,450,519
854,472,-1,-1,450,519
853,471,-1,-1,450,519
852,470,-1,-1,450,519
851,469,-1,-1,450,519
850,468,-1,-1,450,519
849,467,-1,-1,450,519
848,466,-1,-1,450,519
847,465,-1,-1,450,519
846,464,-1,-1,450,519
845,463,-1,-1,450,519
844,462,-1,-1,450,519
843,461,-1,-1,450,519
842,460,-1,-1,450,519
841,459,-1,-1,450,519
840,458,-1,-1,450,519
839,457,-1,-1,450,519
838,456,-1,-1,450,519
837,455,-1,-1,450,519
836,454,-1,-1,450,519
835,453,-1,-1,450,519
834,452,-1,-1,450,519
833,451,-1,-1,450,519
832,450,-1,-1,450,519
831,449,-1,-1,450,519
830,448,-1,-1,450,519
829,447,-1,-1,450,519
828,446,-1,-1,450,519
827,445,-1,-1,450,519
826,444,-1,-1,450,519
825,443,-1,-1,450,519
824,442,-1,-1,450,519
823,441,-1,-1,450,519
822,440,-1,-1,450,519
821,439,-1,-1,450,519
820,438,-1,-1,450,519
819,437,-1,-1,450,519
818,436,-1,-1,450,519
817,435,-1,-1,450,519
816,434,-1,-1,450,519
815,433,-1,-1,450,519
814,432,-1,-1,450,519
813,431,-1,-1,450,519
812,430,-1,-1,450,519
811,429,-1,-1,450,519
810,428,-1,-1,450,519
809,427,-1,-1,450,519
808,426,-1,-1,450,519
807,425,-1,-1,450,519
806,424,-1,-1,450,519
805,423,-1,-1,450,519
804,422,-1,-1,450,519
803,421,-1,-1,450,519
802,420,-1,-1,450,519
801,419,-1,-1,450,519
800,418,-1,-1,450,519
799,417,-1,-1,450,519
798,416,-1,-1,450,519
797,415,-1,-1,450,519
796,414,-1,-1,450,519
795,413,-1,-1,450,519
794,412,-1,-1,450,519
793,411,-1,-1,450,519
792,410,-1,-1,450,519
791,409,-1,-1,450,519
790,408,-1,-1,450,519
789,407,-1,-1,450,519
788,406,-1,-1,450,519
787,405,-1,-1,450,519
786,404,-1,-1,450,519
785,403,-1,-1,450,519
784,402,-1,-1,450,519
783,401,-1,-1,450,519
782,400,-1,-1,450,519
